Symbol,Name,Date,Beta,PBR,MarketCap,Momentum1M,Momentum3M,Momentum6M,Momentum12M,Volatility,RSI,MACD,Signal,MACD_Hist,Sector,Industry,Beta_Factor,Value_Factor,Size_Factor,Momentum_Factor,Volatility_Factor,weighted_score,factor_percentile,smart_signal,signal_strength,rebalance_priority,to_rebalance
TSLA,Tesla Inc.,2024-01-18,1.87,17.43,1394.85,-15.95,-12.69,-27.77,64.53,55.92,6.92,-6.86,-2.89,-3.97,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,0.625,-1,-0.45,0.375,NEUTRAL,MEDIUM,6,0
UNH,UnitedHealth Group Inc.,2024-01-18,0.43,3.09,295.56,-1.94,-3.35,4.02,10.05,25.81,45.46,-2.74,-1.17,-1.57,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.125,-0.125,-0.075,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2024-01-19,1.11,55.49,4110.34,-2.73,9.32,-1.55,42.4,28.79,46.77,-1.01,-1.21,0.2,Technology,Consumer Electronics,-0.5,-1,-0.875,0.25,-0.5,-0.525,0.25,SELL,MEDIUM,7,1
AMZN,Amazon.com Inc.,2024-01-19,1.37,6.64,2455.22,1.01,20.98,14.76,65.82,33.02,53.7,1.69,1.58,0.11,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,0.5,-0.625,-0.325,0.625,NEUTRAL,MEDIUM,4,0
GOOGL,Alphabet Inc.,2024-01-19,1.08,10.1,3917.54,7.12,6.26,19.95,57.31,28.19,65.84,2.17,1.75,0.42,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.375,-0.375,-0.35,0.5,NEUTRAL,MEDIUM,5,0
META,Meta Platforms Inc.,2024-01-19,1.27,8.26,1603.61,9.44,22.58,21.34,181.64,37.2,67.71,10.2,8.57,1.63,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.875,-0.75,-0.25,0.75,BUY,MEDIUM,3,1
MSFT,Microsoft Corporation,2024-01-19,1.06,9.77,3545.55,6.81,20.57,12.74,73.42,27.52,78.13,6.15,4.05,2.1,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.75,-0.25,-0.175,0.875,BUY,MEDIUM,2,1
NVDA,NVIDIA Corporation,2024-01-19,2.27,36.35,4321.92,19.93,41.32,26.39,255.01,47.46,83.78,2.52,1.74,0.79,Technology,Semiconductors,-1,-0.875,-1,1,-0.875,-0.55,0.125,SELL,MEDIUM,8,1
TSLA,Tesla Inc.,2024-01-19,1.87,17.43,1394.85,-17.51,-3.6,-27.15,66.86,55.91,8.65,-7.62,-3.83,-3.79,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,0.625,-1,-0.45,0.375,NEUTRAL,MEDIUM,6,0
UNH,UnitedHealth Group Inc.,2024-01-19,0.43,3.09,295.56,-3.91,-4.96,0.7,5.53,25.82,36.95,-4.44,-1.82,-2.62,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.125,-0.125,-0.075,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2024-01-22,1.11,55.49,4110.34,0.15,12.3,1.29,41.42,28.79,52.09,-0.4,-1.05,0.65,Technology,Consumer Electronics,-0.5,-1,-0.875,0.25,-0.5,-0.525,0.25,SELL,MEDIUM,7,1
AMZN,Amazon.com Inc.,2024-01-22,1.37,6.64,2455.22,0.89,23.66,19.06,59.16,33.01,55.54,1.74,1.62,0.13,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,0.625,-0.625,-0.3,0.625,NEUTRAL,MEDIUM,4,0
GOOGL,Alphabet Inc.,2024-01-22,1.08,10.1,3917.54,3.18,7.66,21.64,48.94,28.19,66.36,2.34,1.87,0.47,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.375,-0.375,-0.35,0.5,NEUTRAL,MEDIUM,5,0
META,Meta Platforms Inc.,2024-01-22,1.27,8.26,1603.61,8.03,23.69,29.74,173.93,37.19,70.38,10.62,8.98,1.64,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.875,-0.75,-0.25,0.75,BUY,MEDIUM,3,1
MSFT,Microsoft Corporation,2024-01-22,1.06,9.77,3545.55,5.85,21.63,15.82,66.52,27.52,73.82,6.56,4.55,2.01,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.75,-0.25,-0.175,0.875,BUY,MEDIUM,2,1
NVDA,NVIDIA Corporation,2024-01-22,2.27,36.35,4321.92,22.17,44.15,34.65,234.55,47.45,83.95,2.75,1.94,0.81,Technology,Semiconductors,-1,-0.875,-1,1,-0.875,-0.55,0.125,SELL,MEDIUM,8,1
TSLA,Tesla Inc.,2024-01-22,1.87,17.43,1394.85,-17.32,-1.5,-19.7,56.5,55.9,8.89,-8.4,-4.75,-3.66,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,0.5,-1,-0.475,0.375,NEUTRAL,MEDIUM,6,0
UNH,UnitedHealth Group Inc.,2024-01-22,0.43,3.09,295.56,-1.41,-2.33,2.02,6.98,25.82,42.48,-5,-2.46,-2.55,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.125,-0.125,-0.075,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2024-01-23,1.11,55.49,4110.34,0.82,12.97,1.96,39.09,28.78,67.68,0.19,-0.8,0.99,Technology,Consumer Electronics,-0.5,-1,-0.875,0.25,-0.5,-0.525,0.25,SELL,MEDIUM,7,1
AMZN,Amazon.com Inc.,2024-01-23,1.37,6.64,2455.22,1.69,23.28,20.02,59.99,33.01,62.24,1.86,1.67,0.2,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,0.625,-0.625,-0.3,0.625,NEUTRAL,MEDIUM,4,0
GOOGL,Alphabet Inc.,2024-01-23,1.08,10.1,3917.54,3.92,7.72,22.51,47.35,28.18,73.6,2.53,2,0.53,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.5,-0.375,-0.325,0.5,NEUTRAL,MEDIUM,5,0
META,Meta Platforms Inc.,2024-01-23,1.27,8.26,1603.61,9,22.67,30.9,168.86,37.19,80.39,11.1,9.41,1.69,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.875,-0.75,-0.25,0.75,BUY,MEDIUM,3,1
MSFT,Microsoft Corporation,2024-01-23,1.06,9.77,3545.55,6.49,21.37,16.52,65.9,27.51,84.87,6.99,5.04,1.95,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.75,-0.25,-0.175,0.875,BUY,MEDIUM,2,1
NVDA,NVIDIA Corporation,2024-01-23,2.27,36.35,4321.92,22.62,39.33,35.15,212.09,47.44,92.46,2.91,2.13,0.77,Technology,Semiconductors,-1,-0.875,-1,1,-0.875,-0.55,0.125,SELL,MEDIUM,8,1
TSLA,Tesla Inc.,2024-01-23,1.87,17.43,1394.85,-17.19,-1.39,-19.57,45.49,55.89,9.54,-8.89,-5.58,-3.32,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,0.375,-1,-0.5,0.375,NEUTRAL,MEDIUM,6,0
UNH,UnitedHealth Group Inc.,2024-01-23,0.43,3.09,295.56,-0.92,-0.82,2.52,7.71,25.81,34.97,-5.19,-3,-2.19,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.125,-0.125,-0.075,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2024-01-24,1.11,55.49,4110.34,0.46,12.29,1.18,37.23,28.78,69.51,0.59,-0.52,1.11,Technology,Consumer Electronics,-0.5,-1,-0.875,0.25,-0.5,-0.525,0.25,SELL,MEDIUM,7,1
AMZN,Amazon.com Inc.,2024-01-24,1.37,6.64,2455.22,2.25,22.02,21.79,62.86,33,67.31,2.01,1.73,0.27,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,0.625,-0.625,-0.3,0.625,NEUTRAL,MEDIUM,4,0
GOOGL,Alphabet Inc.,2024-01-24,1.08,10.1,3917.54,5.1,7.12,22.36,52.2,28.18,74.82,2.79,2.16,0.63,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.5,-0.375,-0.325,0.5,NEUTRAL,MEDIUM,5,0
META,Meta Platforms Inc.,2024-01-24,1.27,8.26,1603.61,10.56,25,33.98,172.95,37.18,84.15,11.78,9.88,1.9,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.875,-0.75,-0.25,0.75,BUY,MEDIUM,3,1
MSFT,Microsoft Corporation,2024-01-24,1.06,9.77,3545.55,7.47,22.04,17.13,67.79,27.51,86.67,7.54,5.54,2,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.75,-0.25,-0.175,0.875,BUY,MEDIUM,2,1
NVDA,NVIDIA Corporation,2024-01-24,2.27,36.35,4321.92,25.66,40.55,37.57,218.66,47.44,96.99,3.12,2.33,0.79,Technology,Semiconductors,-1,-0.875,-1,1,-0.875,-0.55,0.125,SELL,MEDIUM,8,1
TSLA,Tesla Inc.,2024-01-24,1.87,17.43,1394.85,-17.7,-4.01,-22.76,44.44,55.87,11.61,-9.28,-6.32,-2.96,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,0.375,-1,-0.5,0.375,NEUTRAL,MEDIUM,6,0
UNH,UnitedHealth Group Inc.,2024-01-24,0.43,3.09,295.56,-1.36,-1.91,1.63,5.97,25.81,31.74,-5.45,-3.49,-1.96,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.125,-0.125,-0.075,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2024-01-25,1.11,55.49,4110.34,0.29,13.63,0.55,37.64,28.77,75.27,0.87,-0.24,1.12,Technology,Consumer Electronics,-0.5,-1,-0.875,0.375,-0.5,-0.5,0.375,NEUTRAL,MEDIUM,6,0
AMZN,Amazon.com Inc.,2024-01-25,1.37,6.64,2455.22,2.82,29.95,22.16,62.33,32.99,81.03,2.16,1.82,0.34,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,0.625,-0.625,-0.3,0.625,NEUTRAL,MEDIUM,4,0
GOOGL,Alphabet Inc.,2024-01-25,1.08,10.1,3917.54,7.34,20.91,24.27,59.49,28.18,88.05,3.2,2.37,0.83,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.5,-0.375,-0.325,0.5,NEUTRAL,MEDIUM,5,0
META,Meta Platforms Inc.,2024-01-25,1.27,8.26,1603.61,11.26,31.27,33.52,177.87,37.17,84.11,12.38,10.38,2,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.875,-0.75,-0.25,0.75,BUY,MEDIUM,3,1
MSFT,Microsoft Corporation,2024-01-25,1.06,9.77,3545.55,8.09,19.09,15.83,69.76,27.5,92.71,8.07,6.04,2.02,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.75,-0.25,-0.175,0.875,BUY,MEDIUM,2,1
NVDA,NVIDIA Corporation,2024-01-25,2.27,36.35,4321.92,26.19,47.5,34.91,219.02,47.43,96.96,3.27,2.52,0.75,Technology,Semiconductors,-1,-0.875,-1,1,-0.875,-0.55,0.125,SELL,MEDIUM,8,1
TSLA,Tesla Inc.,2024-01-25,1.87,17.43,1394.85,-27.68,-14.02,-31.16,26.45,56.01,7.17,-11.49,-7.35,-4.14,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,0.25,-1,-0.525,0.25,SELL,MEDIUM,7,1
UNH,UnitedHealth Group Inc.,2024-01-25,0.43,3.09,295.56,-5.17,-6.63,-2.72,1.69,25.84,22.71,-7.13,-4.22,-2.91,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.125,-0.125,-0.075,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2024-01-26,1.11,55.49,4110.34,-0.33,15.45,-0.81,34.41,28.77,72.23,0.95,0,0.95,Technology,Consumer Electronics,-0.5,-1,-0.875,0.375,-0.5,-0.5,0.375,NEUTRAL,MEDIUM,6,0
AMZN,Amazon.com Inc.,2024-01-26,1.37,6.64,2455.22,3.72,33.08,24.17,60.37,32.99,81.63,2.37,1.93,0.44,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,0.625,-0.625,-0.3,0.625,NEUTRAL,MEDIUM,4,0
GOOGL,Alphabet Inc.,2024-01-26,1.08,10.1,3917.54,7.54,24.46,17.73,56.06,28.18,91.15,3.52,2.6,0.92,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.5,-0.375,-0.325,0.5,NEUTRAL,MEDIUM,5,0
META,Meta Platforms Inc.,2024-01-26,1.27,8.26,1603.61,11.08,36.69,32.01,167.58,37.17,83.14,12.79,10.86,1.92,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.875,-0.75,-0.25,0.75,BUY,MEDIUM,3,1
MSFT,Microsoft Corporation,2024-01-26,1.06,9.77,3545.55,7.81,23.44,20.08,64.32,27.5,91.13,8.31,6.5,1.81,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.75,-0.25,-0.175,0.875,BUY,MEDIUM,2,1
NVDA,NVIDIA Corporation,2024-01-26,2.27,36.35,4321.92,23.85,51.36,34.3,208.34,47.42,92.66,3.3,2.67,0.63,Technology,Semiconductors,-1,-0.875,-1,1,-0.875,-0.55,0.125,SELL,MEDIUM,8,1
TSLA,Tesla Inc.,2024-01-26,1.87,17.43,1394.85,-28.59,-10.94,-30.68,14.34,55.99,8.11,-13.04,-8.49,-4.55,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,0.25,-1,-0.525,0.25,SELL,MEDIUM,7,1
UNH,UnitedHealth Group Inc.,2024-01-26,0.43,3.09,295.56,-3.24,-4.44,-0.22,3.72,25.84,32.39,-7.6,-4.9,-2.71,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.125,-0.125,-0.075,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2024-01-29,1.11,55.49,4110.34,-0.42,14.13,-1.83,32.12,28.76,64.29,0.94,0.18,0.75,Technology,Consumer Electronics,-0.5,-1,-0.875,0.375,-0.5,-0.5,0.375,NEUTRAL,MEDIUM,6,0
AMZN,Amazon.com Inc.,2024-01-29,1.37,6.64,2455.22,6.13,26.24,21.97,57.73,32.98,80.07,2.68,2.08,0.6,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,0.625,-0.625,-0.3,0.625,NEUTRAL,MEDIUM,4,0
GOOGL,Alphabet Inc.,2024-01-29,1.08,10.1,3917.54,9.89,25.65,15.79,54.48,28.17,90.28,3.83,2.84,0.98,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.5,-0.375,-0.325,0.5,NEUTRAL,MEDIUM,5,0
META,Meta Platforms Inc.,2024-01-29,1.27,8.26,1603.61,13.3,35.15,23.21,164.28,37.16,83.19,13.5,11.39,2.11,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.875,-0.75,-0.25,0.75,BUY,MEDIUM,3,1
MSFT,Microsoft Corporation,2024-01-29,1.06,9.77,3545.55,8.96,24.48,21.59,66.57,27.49,90.89,8.86,6.97,1.89,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.75,-0.25,-0.175,0.875,BUY,MEDIUM,2,1
NVDA,NVIDIA Corporation,2024-01-29,2.27,36.35,4321.92,26.14,54.25,33.64,206.86,47.41,91.63,3.41,2.82,0.59,Technology,Semiconductors,-1,-0.875,-1,1,-0.875,-0.55,0.125,SELL,MEDIUM,8,1
TSLA,Tesla Inc.,2024-01-29,1.87,17.43,1394.85,-23.16,-7.9,-28.34,7.32,56,14.35,-13.49,-9.49,-4,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,0.25,-1,-0.525,0.25,SELL,MEDIUM,7,1
UNH,UnitedHealth Group Inc.,2024-01-29,0.43,3.09,295.56,-4.17,-3.51,1.06,5.37,25.83,33.61,-7.79,-5.48,-2.31,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.125,-0.125,-0.075,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2024-01-30,1.11,55.49,4110.34,-2.33,10.57,-3.72,32.23,28.76,55.83,0.63,0.27,0.36,Technology,Consumer Electronics,-0.5,-1,-0.875,0.375,-0.5,-0.5,0.375,NEUTRAL,MEDIUM,6,0
AMZN,Amazon.com Inc.,2024-01-30,1.37,6.64,2455.22,4.65,19.81,20.26,58.13,32.98,68.88,2.71,2.2,0.5,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,0.625,-0.625,-0.3,0.625,NEUTRAL,MEDIUM,4,0
GOOGL,Alphabet Inc.,2024-01-30,1.08,10.1,3917.54,8.43,21.69,14.24,56.24,28.17,78.95,3.87,3.05,0.82,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.5,-0.375,-0.325,0.5,NEUTRAL,MEDIUM,5,0
META,Meta Platforms Inc.,2024-01-30,1.27,8.26,1603.61,13.02,32.18,22.91,172.04,37.15,83.54,13.84,11.88,1.95,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.875,-0.75,-0.25,0.75,BUY,MEDIUM,3,1
MSFT,Microsoft Corporation,2024-01-30,1.06,9.77,3545.55,8.66,21.38,21.25,69.84,27.49,88.26,9.11,7.4,1.71,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.75,-0.25,-0.175,0.875,BUY,MEDIUM,2,1
NVDA,NVIDIA Corporation,2024-01-30,2.27,36.35,4321.92,26.76,52.52,34.3,227.74,47.4,91.21,3.47,2.95,0.52,Technology,Semiconductors,-1,-0.875,-1,1,-0.875,-0.55,0.125,SELL,MEDIUM,8,1
TSLA,Tesla Inc.,2024-01-30,1.87,17.43,1394.85,-22.9,-2.92,-28.09,14.96,55.99,16.45,-13.64,-10.32,-3.32,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,0.25,-1,-0.525,0.25,SELL,MEDIUM,7,1
UNH,UnitedHealth Group Inc.,2024-01-30,0.43,3.09,295.56,-4.34,-4.65,0.87,5.23,25.83,32.01,-7.91,-5.96,-1.95,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.125,-0.125,-0.075,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2024-01-31,1.11,55.49,4110.34,-4.22,8.12,-5.88,28.51,28.76,46.74,0.09,0.24,-0.14,Technology,Consumer Electronics,-0.5,-1,-0.875,0.375,-0.5,-0.5,0.375,NEUTRAL,MEDIUM,6,0
AMZN,Amazon.com Inc.,2024-01-31,1.37,6.64,2455.22,2.15,16.61,16.1,50.49,32.98,53.39,2.4,2.24,0.15,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,0.625,-0.625,-0.3,0.625,NEUTRAL,MEDIUM,4,0
GOOGL,Alphabet Inc.,2024-01-31,1.08,10.1,3917.54,0.29,12.91,5.56,41.74,28.27,46.13,2.95,3.03,-0.08,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.5,-0.375,-0.325,0.5,NEUTRAL,MEDIUM,5,0
META,Meta Platforms Inc.,2024-01-31,1.27,8.26,1603.61,10.22,29.5,22.45,161.89,37.16,66.27,13.15,12.13,1.02,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.875,-0.75,-0.25,0.75,BUY,MEDIUM,3,1
MSFT,Microsoft Corporation,2024-01-31,1.06,9.77,3545.55,5.73,17.83,18.85,61.86,27.5,65.79,8.33,7.58,0.74,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.75,-0.25,-0.175,0.875,BUY,MEDIUM,2,1
NVDA,NVIDIA Corporation,2024-01-31,2.27,36.35,4321.92,24.24,50.89,31.69,215.07,47.4,80.61,3.39,3.04,0.35,Technology,Semiconductors,-1,-0.875,-1,1,-0.875,-0.55,0.125,SELL,MEDIUM,8,1
TSLA,Tesla Inc.,2024-01-31,1.87,17.43,1394.85,-24.63,-6.75,-29.97,8.12,55.98,15.65,-13.94,-11.04,-2.9,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,0.25,-1,-0.525,0.25,SELL,MEDIUM,7,1
UNH,UnitedHealth Group Inc.,2024-01-31,0.43,3.09,295.56,-2.8,-4.12,1.8,4.06,25.83,37.55,-7.29,-6.23,-1.06,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.125,-0.125,-0.075,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2024-02-01,1.11,55.49,4110.34,-2.94,7.55,-4.22,29.21,28.76,52.17,-0.13,0.16,-0.3,Technology,Consumer Electronics,-0.5,-1,-0.875,0.375,-0.5,-0.5,0.375,NEUTRAL,MEDIUM,6,0
AMZN,Amazon.com Inc.,2024-02-01,1.37,6.64,2455.22,4.83,16.26,20.95,51.48,32.99,58.44,2.45,2.28,0.17,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,0.625,-0.625,-0.3,0.625,NEUTRAL,MEDIUM,4,0
GOOGL,Alphabet Inc.,2024-02-01,1.08,10.1,3917.54,1.05,11.63,7.31,40.56,28.27,48.42,2.29,2.88,-0.59,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.5,-0.375,-0.325,0.5,NEUTRAL,MEDIUM,5,0
META,Meta Platforms Inc.,2024-02-01,1.27,8.26,1603.61,11.53,26.59,22.33,157.82,37.15,69.53,12.83,12.27,0.56,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.875,-0.75,-0.25,0.75,BUY,MEDIUM,3,1
MSFT,Microsoft Corporation,2024-02-01,1.06,9.77,3545.55,7.38,16.91,20.55,61.17,27.5,68.69,8.11,7.69,0.42,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.75,-0.25,-0.175,0.875,BUY,MEDIUM,2,1
NVDA,NVIDIA Corporation,2024-02-01,2.27,36.35,4321.92,27.27,48.93,35.54,201.08,47.4,82.17,3.4,3.11,0.29,Technology,Semiconductors,-1,-0.875,-1,1,-0.875,-0.55,0.125,SELL,MEDIUM,8,1
TSLA,Tesla Inc.,2024-02-01,1.87,17.43,1394.85,-23.99,-8.17,-27.66,4.11,55.97,19.44,-13.9,-11.61,-2.28,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,0.25,-1,-0.525,0.25,SELL,MEDIUM,7,1
UNH,UnitedHealth Group Inc.,2024-02-01,0.43,3.09,295.56,-3.67,-4.28,1.21,3.58,25.82,34.73,-7.08,-6.4,-0.68,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.125,-0.125,-0.075,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2024-02-02,1.11,55.49,4110.34,0.11,4.8,-3.24,23.92,28.76,49.88,-0.39,0.05,-0.44,Technology,Consumer Electronics,-0.5,-1,-0.875,0.375,-0.5,-0.5,0.375,NEUTRAL,MEDIUM,6,0
AMZN,Amazon.com Inc.,2024-02-02,1.37,6.64,2455.22,14.59,24.44,34.01,52.17,33.08,73.71,3.46,2.52,0.94,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,0.625,-0.625,-0.3,0.625,NEUTRAL,MEDIUM,4,0
GOOGL,Alphabet Inc.,2024-02-02,1.08,10.1,3917.54,3.05,11.68,10.91,32.15,28.26,49.55,1.84,2.67,-0.84,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.5,-0.375,-0.325,0.5,NEUTRAL,MEDIUM,5,0
META,Meta Platforms Inc.,2024-02-02,1.27,8.26,1603.61,37.17,52.79,51.12,151.62,37.72,85.98,18.8,13.58,5.22,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.875,-0.75,-0.25,0.75,BUY,MEDIUM,3,1
MSFT,Microsoft Corporation,2024-02-02,1.06,9.77,3545.55,10.88,18.3,26.08,56.79,27.5,70.75,8.43,7.84,0.59,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.75,-0.25,-0.175,0.875,BUY,MEDIUM,2,1
NVDA,NVIDIA Corporation,2024-02-02,2.27,36.35,4321.92,37.35,52.08,49.48,204.89,47.41,86.29,3.62,3.21,0.41,Technology,Semiconductors,-1,-0.875,-1,1,-0.875,-0.55,0.25,SELL,MEDIUM,7,1
TSLA,Tesla Inc.,2024-02-02,1.87,17.43,1394.85,-24.36,-14,-26.05,-0.19,55.96,22.03,-13.78,-12.05,-1.73,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,0.125,-1,-0.55,0.125,SELL,MEDIUM,8,1
UNH,UnitedHealth Group Inc.,2024-02-02,0.43,3.09,295.56,-5.4,-4.51,1.82,10,25.82,43.84,-6.59,-6.44,-0.16,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.25,-0.125,-0.05,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2024-02-05,1.11,55.49,4110.34,3.59,6.38,3.4,22.15,28.75,56.86,-0.44,-0.05,-0.39,Technology,Consumer Electronics,-0.5,-1,-0.875,0.375,-0.5,-0.5,0.375,NEUTRAL,MEDIUM,6,0
AMZN,Amazon.com Inc.,2024-02-05,1.37,6.64,2455.22,17.26,22.88,22.02,64.73,33.07,73.63,4.1,2.84,1.26,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,0.75,-0.625,-0.275,0.625,NEUTRAL,MEDIUM,4,0
GOOGL,Alphabet Inc.,2024-02-05,1.08,10.1,3917.54,5.86,11.29,12.15,37.13,28.26,51.93,1.56,2.45,-0.89,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.5,-0.375,-0.325,0.5,NEUTRAL,MEDIUM,5,0
META,Meta Platforms Inc.,2024-02-05,1.27,8.26,1603.61,30.53,46.03,47.85,146.29,37.73,81.02,22.02,15.27,6.75,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.875,-0.75,-0.25,0.75,BUY,MEDIUM,3,1
MSFT,Microsoft Corporation,2024-02-05,1.06,9.77,3545.55,10.31,15.21,24.27,58.41,27.49,63.12,8.15,7.9,0.25,Technology,Software - Infrastructure,-0.25,-0.5,-0.625,0.625,-0.25,-0.2,0.875,BUY,MEDIUM,2,1
NVDA,NVIDIA Corporation,2024-02-05,2.27,36.35,4321.92,41.21,54.07,55.2,228.73,47.42,87.48,4.01,3.37,0.63,Technology,Semiconductors,-1,-0.875,-1,1,-0.875,-0.55,0.25,SELL,MEDIUM,7,1
TSLA,Tesla Inc.,2024-02-05,1.87,17.43,1394.85,-23.76,-17.69,-28.68,-4.7,55.96,18.26,-14.07,-12.45,-1.62,Consumer Cyclical,Auto Manufacturers,-0.875,-0.75,-0.25,0.125,-1,-0.55,0.125,SELL,MEDIUM,8,1
UNH,UnitedHealth Group Inc.,2024-02-05,0.43,3.09,295.56,-6.41,-4.94,0.78,8.16,25.82,41.6,-6.7,-6.49,-0.21,Healthcare,Healthcare Plans,-0.125,-0.125,-0.125,0.25,-0.125,-0.05,1,BUY,STRONG,1,1
AAPL,Apple Inc.,2024-02-06,1.11,55.49,4110.34,4.48,5.76,4.29,25.46,28.75,60.96,-0.35,-0.11,-0.24,Technology,Consumer Electronics,-0.5,-1,-0.875,0.375,-0.5,-0.5,0.375,NEUTRAL,MEDIUM,6,0
AMZN,Amazon.com Inc.,2024-02-06,1.37,6.64,2455.22,16.46,21.05,21.19,65.54,33.06,74.22,4.46,3.16,1.3,Consumer Cyclical,Internet Retail,-0.75,-0.25,-0.5,0.75,-0.625,-0.275,0.625,NEUTRAL,MEDIUM,4,0
GOOGL,Alphabet Inc.,2024-02-06,1.08,10.1,3917.54,6.17,10.63,12.48,40.04,28.25,54.35,1.37,2.23,-0.87,Communication Services,Internet Content & Information,-0.375,-0.625,-0.75,0.5,-0.375,-0.325,0.5,NEUTRAL,MEDIUM,5,0
META,Meta Platforms Inc.,2024-02-06,1.27,8.26,1603.61,29.2,43.99,46.34,144.39,37.72,78.41,23.92,17,6.92,Communication Services,Internet Content & Information,-0.625,-0.375,-0.375,0.875,-0.75,-0.25,0.75,BUY,MEDIUM,3,1
