Symbol,Name,Date,Close,Volume,Beta,PBR,MarketCap,Momentum1M,Momentum3M,Momentum6M,Momentum12M,Volatility,RSI,MACD,Signal,MACD_Hist,Sector,Industry,Beta_Factor,Value_Factor,Size_Factor,Momentum_Factor,Volatility_Factor,weighted_score,factor_percentile,smart_signal,signal_strength,rebalance_priority,to_rebalance,Mkt_RF,SMB,HML,RMW,CMA
GOOGL,Alphabet Inc.,2025-06-12,175.43,20941900,1.05,9.57,1020.64,10.27,8.08,0.42,0.88,34.06,58.67,3.77,3.22,0.55,Communication Services,Internet Content & Information,0.7,0.5,0.8,0.2,0.5,0.48,30.0,SELL,MEDIUM,48.0,0,0.003,-0.0076,-0.0001,0.0054,-0.0022
IONQ,IonQ Inc.,2025-06-12,38.71,20079600,2.88,7.11,13.71,16.53,81.14,13.05,370.92,129.59,31.41,1.9,2.64,-0.74,Technology,Computer Hardware,0.0,0.7,0.9,0.9,0.0,0.5,80.0,STRONG_BUY,HIGH,50.0,1,0.003,-0.0076,-0.0001,0.0054,-0.0022
META,Meta Platforms Inc.,2025-06-12,691.8,7322700,1.4,8.54,1506.65,5.69,17.5,13.2,38.46,34.84,74.49,25.77,24.36,1.4,Communication Services,Internet Content & Information,0.4,0.30000000000000004,0.6,0.7,0.4,0.49000000000000005,70.0,BUY,MEDIUM,49.00000000000001,0,0.003,-0.0076,-0.0001,0.0054,-0.0022
MSFT,Microsoft Corporation,2025-06-12,477.19,18950600,0.98,9.75,3546.66,6.82,26.66,7.78,12.78,25.07,77.48,13.02,13.64,-0.62,Technology,Software - Infrastructure,0.8,0.0,0.19999999999999996,0.4,0.9,0.48000000000000004,45.0,NEUTRAL,MEDIUM,48.00000000000001,0,0.003,-0.0076,-0.0001,0.0054,-0.0022
NVDA,NVIDIA Corporation,2025-06-12,144.98,162365000,2.17,36.33,3523.83,11.61,25.46,4.48,19.1,33.35,69.73,6.11,6.19,-0.08,Technology,Semiconductors,0.30000000000000004,0.19999999999999996,0.09999999999999998,0.6,0.6,0.41,10.0,STRONG_SELL,HIGH,41.0,1,0.003,-0.0076,-0.0001,0.0054,-0.0022
PLTR,Palantir Technologies Inc.,2025-06-12,135.19,56248200,2.18,67.9,308.82,5.53,69.79,86.57,484.48,68.74,64.43,5.2,5.22,-0.02,Technology,Software - Infrastructure,0.19999999999999996,0.09999999999999998,0.4,1.0,0.19999999999999996,0.43999999999999995,20.0,STRONG_SELL,HIGH,43.99999999999999,1,0.003,-0.0076,-0.0001,0.0054,-0.0022
TSLA,Tesla Inc.,2025-06-12,319.11,105127500,2.53,20.36,1061.3,-4.48,32.59,-18.13,83.62,65.9,43.09,3.56,8.52,-4.96,Consumer Cyclical,Auto Manufacturers,0.09999999999999998,0.8,0.0,0.8,0.30000000000000004,0.48000000000000004,45.0,NEUTRAL,MEDIUM,48.00000000000001,0,0.003,-0.0076,-0.0001,0.0054,-0.0022
UNH,UnitedHealth Group Inc.,2025-06-12,312.17,15957200,0.19,3.16,282.78,2.29,-33.86,-42.95,-34.63,73.08,75.39,-20.36,-28.33,7.96,Healthcare,Healthcare Plans,0.9,0.9,0.7,0.1,0.09999999999999998,0.4800000000000001,60.0,BUY,MEDIUM,48.00000000000001,0,0.003,-0.0076,-0.0001,0.0054,-0.0022
AAPL,Apple Inc.,2025-06-13,196.04,51447300,1.26,55.02,2896.72,-7.48,-7.86,-20.52,-4.72,29.59,52.3,-1.57,-1.23,-0.34,Technology,Consumer Electronics,0.6,0.6,0.30000000000000004,0.2,0.8,0.49,40.0,SELL,MEDIUM,49.0,0,-0.0115,-0.0098,0.0015,0.0026,-0.0085
AMZN,Amazon.com Inc.,2025-06-13,212.1,29337800,1.38,6.43,2267.39,0.88,7.15,-5.75,13.28,30.7,69.79,4.75,4.66,0.09,Consumer Cyclical,Internet Retail,0.5,0.4,0.6,0.5,0.7,0.53,100.0,STRONG_BUY,HIGH,53.0,1,-0.0115,-0.0098,0.0015,0.0026,-0.0085
GOOGL,Alphabet Inc.,2025-06-13,174.4,27663100,1.05,9.57,1014.66,5.75,5.67,-5.45,-0.62,33.97,61.56,3.65,3.31,0.34,Communication Services,Internet Content & Information,0.7,0.5,0.7,0.3,0.5,0.5,65.0,BUY,MEDIUM,50.0,0,-0.0115,-0.0098,0.0015,0.0026,-0.0085
IONQ,IonQ Inc.,2025-06-13,37.84,19404600,2.89,7.11,13.41,13.26,51.36,14.77,380.81,129.94,30.19,1.63,2.44,-0.81,Technology,Computer Hardware,0.0,0.7,0.9,0.9,0.0,0.5,65.0,BUY,MEDIUM,50.0,0,-0.0115,-0.0098,0.0015,0.0026,-0.0085
META,Meta Platforms Inc.,2025-06-13,681.33,9274400,1.4,8.54,1483.86,3.57,12.39,10.45,35.05,33.9,73.86,24.17,24.32,-0.15,Communication Services,Internet Content & Information,0.4,0.30000000000000004,0.5,0.7,0.6,0.52,85.0,STRONG_BUY,HIGH,52.0,1,-0.0115,-0.0098,0.0015,0.0026,-0.0085
MSFT,Microsoft Corporation,2025-06-13,473.29,16814500,0.98,9.75,3517.7,5.05,22.46,7.55,10.61,14.33,78.87,12.67,13.45,-0.77,Technology,Software - Infrastructure,0.8,0.09999999999999998,0.4,0.4,0.9,0.52,85.0,STRONG_BUY,HIGH,52.0,1,-0.0115,-0.0098,0.0015,0.0026,-0.0085
NVDA,NVIDIA Corporation,2025-06-13,141.95,180820600,2.17,36.33,3450.19,4.91,16.69,5.13,17.45,34.18,66.52,5.79,6.11,-0.32,Technology,Semiconductors,0.25,0.19999999999999996,0.09999999999999998,0.6,0.4,0.36,10.0,STRONG_SELL,HIGH,36.0,1,-0.0115,-0.0098,0.0015,0.0026,-0.0085
PLTR,Palantir Technologies Inc.,2025-06-13,137.4,93519000,2.17,67.9,313.87,5.55,59.32,93.82,476.1,68.42,65.35,5.39,5.26,0.13,Technology,Software - Infrastructure,0.25,0.0,0.19999999999999996,1.0,0.19999999999999996,0.41,20.0,STRONG_SELL,HIGH,41.0,1,-0.0115,-0.0098,0.0015,0.0026,-0.0085
TSLA,Tesla Inc.,2025-06-13,325.31,128964300,2.51,20.36,1081.92,-6.43,30.13,-18.87,90.62,65.94,45.7,3.44,7.51,-4.07,Consumer Cyclical,Auto Manufacturers,0.09999999999999998,0.8,0.0,0.8,0.30000000000000004,0.48000000000000004,30.0,SELL,MEDIUM,48.00000000000001,0,-0.0115,-0.0098,0.0015,0.0026,-0.0085
UNH,UnitedHealth Group Inc.,2025-06-13,307.3,13762400,0.19,3.16,278.37,1.79,-35.84,-44.29,-35.81,72.91,69.16,-18.41,-26.34,7.93,Healthcare,Healthcare Plans,0.9,0.9,0.8,0.1,0.09999999999999998,0.4900000000000001,50.0,NEUTRAL,MEDIUM,49.00000000000001,0,-0.0115,-0.0098,0.0015,0.0026,-0.0085
AAPL,Apple Inc.,2025-06-16,198.0,43020700,1.25,55.02,2925.76,-6.16,-7.16,-19.31,-6.44,27.88,46.05,-1.63,-1.31,-0.32,Technology,Consumer Electronics,0.6,0.6,0.4,0.2,0.8,0.5,65.0,BUY,MEDIUM,50.0,0,0.0097,0.0044,-0.0036,-0.0054,0.0016
AMZN,Amazon.com Inc.,2025-06-16,216.1,33284200,1.39,6.43,2310.16,5.33,10.4,-6.15,15.63,30.96,68.64,4.83,4.7,0.13,Consumer Cyclical,Internet Retail,0.5,0.4,0.6,0.6,0.7,0.5599999999999999,100.0,STRONG_BUY,HIGH,55.99999999999999,1,0.0097,0.0044,-0.0036,-0.0054,0.0016
GOOGL,Alphabet Inc.,2025-06-16,176.5,27389200,1.05,9.57,1026.86,7.94,7.73,-9.32,-0.09,33.82,58.04,3.67,3.38,0.3,Communication Services,Internet Content & Information,0.7,0.5,0.7,0.3,0.5,0.5,65.0,BUY,MEDIUM,50.0,0,0.0097,0.0044,-0.0036,-0.0054,0.0016
IONQ,IonQ Inc.,2025-06-16,38.43,29311100,2.89,7.11,13.61,18.1,54.15,28.83,383.4,125.24,23.38,1.45,2.24,-0.79,Technology,Computer Hardware,0.0,0.7,0.9,0.9,0.0,0.5,65.0,BUY,MEDIUM,50.0,0,0.0097,0.0044,-0.0036,-0.0054,0.0016
META,Meta Platforms Inc.,2025-06-16,701.07,13720300,1.4,8.54,1526.86,9.13,16.16,11.25,38.59,32.76,74.84,24.22,24.3,-0.08,Communication Services,Internet Content & Information,0.4,0.30000000000000004,0.30000000000000004,0.7,0.6,0.5,65.0,BUY,MEDIUM,50.0,0,0.0097,0.0044,-0.0036,-0.0054,0.0016
MSFT,Microsoft Corporation,2025-06-16,477.46,15626100,0.97,9.75,3548.66,5.74,23.49,7.13,9.47,13.2,75.21,12.59,13.27,-0.68,Technology,Software - Infrastructure,0.8,0.050000000000000044,0.5,0.4,0.9,0.52,90.0,STRONG_BUY,HIGH,52.0,1,0.0097,0.0044,-0.0036,-0.0054,0.0016
NVDA,NVIDIA Corporation,2025-06-16,144.67,183133700,2.17,36.33,3516.3,7.32,21.06,3.88,15.6,33.94,64.91,5.68,6.02,-0.34,Technology,Semiconductors,0.25,0.19999999999999996,0.09999999999999998,0.5,0.4,0.33,10.0,STRONG_SELL,HIGH,33.0,1,0.0097,0.0044,-0.0036,-0.0054,0.0016
PLTR,Palantir Technologies Inc.,2025-06-16,141.41,80779800,2.17,67.9,323.03,10.37,61.89,95.02,494.91,66.15,68.09,5.8,5.36,0.43,Technology,Software - Infrastructure,0.25,0.050000000000000044,0.19999999999999996,1.0,0.19999999999999996,0.42,20.0,STRONG_SELL,HIGH,42.0,1,0.0097,0.0044,-0.0036,-0.0054,0.0016
TSLA,Tesla Inc.,2025-06-16,329.13,83925900,2.51,20.36,1094.63,-3.99,38.28,-22.52,85.64,65.75,38.24,3.6,6.73,-3.12,Consumer Cyclical,Auto Manufacturers,0.09999999999999998,0.8,0.0,0.8,0.30000000000000004,0.48000000000000004,30.0,SELL,MEDIUM,48.00000000000001,0,0.0097,0.0044,-0.0036,-0.0054,0.0016
UNH,UnitedHealth Group Inc.,2025-06-16,303.69,14240100,0.19,3.16,275.09,12.94,-37.91,-41.68,-36.16,72.91,64.85,-16.96,-24.47,7.51,Healthcare,Healthcare Plans,0.9,0.9,0.8,0.1,0.09999999999999998,0.4900000000000001,40.0,SELL,MEDIUM,49.00000000000001,0,0.0097,0.0044,-0.0036,-0.0054,0.0016
AAPL,Apple Inc.,2025-06-17,195.23,38856200,1.25,55.02,2884.77,-7.39,-7.9,-20.91,-8.25,26.65,40.52,-1.88,-1.42,-0.46,Technology,Consumer Electronics,0.6,0.6,0.30000000000000004,0.2,0.8,0.49,50.0,NEUTRAL,MEDIUM,49.0,0,-0.0088,-0.0025,-0.0005,0.0042,-0.004
AMZN,Amazon.com Inc.,2025-06-17,214.82,32086300,1.39,6.43,2296.47,4.49,11.41,-6.18,16.86,30.32,68.69,4.73,4.7,0.02,Consumer Cyclical,Internet Retail,0.5,0.4,0.6,0.6,0.7,0.5599999999999999,100.0,STRONG_BUY,HIGH,55.99999999999999,1,-0.0088,-0.0025,-0.0005,0.0042,-0.004
GOOGL,Alphabet Inc.,2025-06-17,175.68,24973000,1.05,9.57,1022.09,6.0,9.64,-8.12,0.94,33.89,57.41,3.59,3.42,0.17,Communication Services,Internet Content & Information,0.7,0.5,0.7,0.3,0.4,0.48,30.0,SELL,MEDIUM,48.0,0,-0.0088,-0.0025,-0.0005,0.0042,-0.004
IONQ,IonQ Inc.,2025-06-17,38.04,18889300,2.89,7.11,13.48,8.72,67.72,26.84,393.39,124.66,23.5,1.25,2.04,-0.79,Technology,Computer Hardware,0.0,0.7,0.9,0.9,0.0,0.5,75.0,BUY,MEDIUM,50.0,0,-0.0088,-0.0025,-0.0005,0.0042,-0.004
META,Meta Platforms Inc.,2025-06-17,696.19,10066100,1.4,8.54,1516.23,8.97,19.82,10.81,38.92,32.96,71.66,23.59,24.16,-0.57,Communication Services,Internet Content & Information,0.4,0.30000000000000004,0.5,0.7,0.6,0.52,90.0,STRONG_BUY,HIGH,52.0,1,-0.0088,-0.0025,-0.0005,0.0042,-0.004
MSFT,Microsoft Corporation,2025-06-17,476.36,15414100,0.97,9.75,3540.52,5.23,24.87,6.74,9.09,13.29,80.09,12.3,13.08,-0.78,Technology,Software - Infrastructure,0.8,0.0,0.4,0.4,0.9,0.5,75.0,BUY,MEDIUM,50.0,0,-0.0088,-0.0025,-0.0005,0.0042,-0.004
NVDA,NVIDIA Corporation,2025-06-17,144.1,139108000,2.16,36.33,3502.44,6.45,24.86,4.95,11.23,33.87,65.16,5.49,5.92,-0.42,Technology,Semiconductors,0.30000000000000004,0.19999999999999996,0.09999999999999998,0.5,0.5,0.36,10.0,STRONG_SELL,HIGH,36.0,1,-0.0088,-0.0025,-0.0005,0.0042,-0.004
PLTR,Palantir Technologies Inc.,2025-06-17,138.2,70479100,2.18,67.9,315.69,6.7,64.74,88.8,493.9,66.6,63.71,5.79,5.45,0.34,Technology,Software - Infrastructure,0.19999999999999996,0.09999999999999998,0.19999999999999996,1.0,0.19999999999999996,0.41999999999999993,20.0,STRONG_SELL,HIGH,41.99999999999999,1,-0.0088,-0.0025,-0.0005,0.0042,-0.004
TSLA,Tesla Inc.,2025-06-17,316.35,88282700,2.51,20.36,1052.12,-9.61,40.41,-24.34,73.37,66.45,36.51,2.68,5.92,-3.24,Consumer Cyclical,Auto Manufacturers,0.09999999999999998,0.8,0.0,0.8,0.30000000000000004,0.48000000000000004,40.0,SELL,MEDIUM,48.00000000000001,0,-0.0088,-0.0025,-0.0005,0.0042,-0.004
UNH,UnitedHealth Group Inc.,2025-06-17,304.88,11593900,0.19,3.16,276.18,6.56,-38.26,-39.43,-36.45,72.75,63.47,-15.54,-22.68,7.14,Healthcare,Healthcare Plans,0.9,0.9,0.8,0.1,0.09999999999999998,0.4900000000000001,60.0,BUY,MEDIUM,49.00000000000001,0,-0.0088,-0.0025,-0.0005,0.0042,-0.004
AAPL,Apple Inc.,2025-06-18,196.17,45394700,1.25,55.02,2898.63,-5.84,-8.55,-20.58,-7.05,26.69,43.44,-1.98,-1.53,-0.44,Technology,Consumer Electronics,0.6,0.7,0.30000000000000004,0.2,0.8,0.51,80.0,STRONG_BUY,HIGH,51.0,1,0.0003,0.0034999999999999996,0.0037,-0.0059,0.0038
AMZN,Amazon.com Inc.,2025-06-18,212.52,44360500,1.39,6.43,2271.88,3.08,8.68,-6.57,15.71,30.46,62.03,4.41,4.64,-0.23,Consumer Cyclical,Internet Retail,0.5,0.4,0.19999999999999996,0.6,0.7,0.52,90.0,STRONG_BUY,HIGH,52.0,1,0.0003,0.0034999999999999996,0.0037,-0.0059,0.0038
GOOGL,Alphabet Inc.,2025-06-18,173.05,28707500,1.05,9.57,1006.82,4.2,5.88,-8.48,-1.49,34.18,53.0,3.27,3.39,-0.12,Communication Services,Internet Content & Information,0.7,0.5,0.7,0.3,0.4,0.48,40.0,SELL,MEDIUM,48.0,0,0.0003,0.0034999999999999996,0.0037,-0.0059,0.0038
IONQ,IonQ Inc.,2025-06-18,39.63,18288700,2.89,7.11,14.04,12.94,70.09,17.14,414.68,124.76,38.25,1.22,1.88,-0.66,Technology,Computer Hardware,0.0,0.6,0.9,0.9,0.0,0.48000000000000004,50.0,NEUTRAL,MEDIUM,48.00000000000001,0,0.0003,0.0034999999999999996,0.0037,-0.0059,0.0038
META,Meta Platforms Inc.,2025-06-18,694.73,10068300,1.4,8.54,1513.05,8.72,19.22,12.43,38.48,32.17,70.49,22.72,23.87,-1.16,Communication Services,Internet Content & Information,0.4,0.30000000000000004,0.6,0.7,0.6,0.53,100.0,STRONG_BUY,HIGH,53.0,1,0.0003,0.0034999999999999996,0.0037,-0.0059,0.0038
MSFT,Microsoft Corporation,2025-06-18,478.56,17526500,0.97,9.75,3556.81,4.66,24.06,7.78,9.34,12.97,80.59,12.1,12.88,-0.78,Technology,Software - Infrastructure,0.8,0.0,0.4,0.4,0.9,0.5,70.0,BUY,MEDIUM,50.0,0,0.0003,0.0034999999999999996,0.0037,-0.0059,0.0038
NVDA,NVIDIA Corporation,2025-06-18,145.46,161494100,2.16,36.33,3535.49,7.32,23.8,8.38,10.35,33.72,61.36,5.39,5.81,-0.42,Technology,Semiconductors,0.30000000000000004,0.19999999999999996,0.09999999999999998,0.5,0.5,0.36,10.0,STRONG_SELL,HIGH,36.0,1,0.0003,0.0034999999999999996,0.0037,-0.0059,0.0038
PLTR,Palantir Technologies Inc.,2025-06-18,139.96,58260200,2.18,67.9,319.72,10.79,62.56,83.99,493.81,55.06,66.65,5.86,5.53,0.33,Technology,Software - Infrastructure,0.19999999999999996,0.09999999999999998,0.5,1.0,0.30000000000000004,0.47,30.0,SELL,MEDIUM,47.0,0,0.0003,0.0034999999999999996,0.0037,-0.0059,0.0038
TSLA,Tesla Inc.,2025-06-18,322.05,95137700,2.51,20.36,1071.08,-5.86,36.54,-26.17,80.92,66.21,38.22,2.37,5.21,-2.83,Consumer Cyclical,Auto Manufacturers,0.09999999999999998,0.8,0.0,0.8,0.19999999999999996,0.46,20.0,STRONG_SELL,HIGH,46.0,1,0.0003,0.0034999999999999996,0.0037,-0.0059,0.0038
UNH,UnitedHealth Group Inc.,2025-06-18,303.24,12205600,0.19,3.16,274.68,-2.06,-38.52,-40.3,-36.77,72.56,61.28,-14.38,-21.02,6.64,Healthcare,Healthcare Plans,0.9,0.9,0.8,0.1,0.09999999999999998,0.4900000000000001,60.0,BUY,MEDIUM,49.00000000000001,0,0.0003,0.0034999999999999996,0.0037,-0.0059,0.0038
AAPL,Apple Inc.,2025-06-20,200.58,96813500,1.25,55.02,2963.81,-2.83,-6.0,-19.74,-6.8,27.25,50.26,-1.68,-1.56,-0.12,Technology,Consumer Electronics,0.6,0.7,0.19999999999999996,0.2,0.8,0.5,70.0,BUY,MEDIUM,50.0,0,-0.0022,-0.0004,0.0045000000000000005,0.0,0.0040999999999999995
AMZN,Amazon.com Inc.,2025-06-20,209.69,75350700,1.39,6.43,2241.63,2.75,7.56,-9.98,13.92,30.54,57.68,3.89,4.49,-0.61,Consumer Cyclical,Internet Retail,0.5,0.4,0.4,0.6,0.6,0.52,90.0,STRONG_BUY,HIGH,52.0,1,-0.0022,-0.0004,0.0045000000000000005,0.0,0.0040999999999999995
GOOGL,Alphabet Inc.,2025-06-20,166.38,75659900,1.06,9.57,968.01,1.75,2.48,-15.06,-5.53,28.68,42.88,2.45,3.2,-0.75,Communication Services,Internet Content & Information,0.7,0.5,0.6,0.3,0.7,0.53,100.0,STRONG_BUY,HIGH,53.0,1,-0.0022,-0.0004,0.0045000000000000005,0.0,0.0040999999999999995
IONQ,IonQ Inc.,2025-06-20,40.36,33099000,2.89,7.11,14.3,14.3,90.92,-3.47,433.86,124.59,50.08,1.23,1.75,-0.52,Technology,Computer Hardware,0.0,0.6,0.9,0.9,0.0,0.48000000000000004,30.0,SELL,MEDIUM,48.00000000000001,0,-0.0022,-0.0004,0.0045000000000000005,0.0,0.0040999999999999995
META,Meta Platforms Inc.,2025-06-20,681.33,22538600,1.41,8.54,1483.87,7.18,16.53,9.49,35.15,32.82,63.0,20.7,23.24,-2.54,Communication Services,Internet Content & Information,0.4,0.30000000000000004,0.5,0.7,0.5,0.5,70.0,BUY,MEDIUM,50.0,0,-0.0022,-0.0004,0.0045000000000000005,0.0,0.0040999999999999995
MSFT,Microsoft Corporation,2025-06-20,475.73,37576200,0.97,9.75,3535.78,4.2,23.64,6.12,7.29,13.22,73.41,11.59,12.62,-1.04,Technology,Software - Infrastructure,0.8,0.0,0.30000000000000004,0.4,0.9,0.49000000000000005,40.0,SELL,MEDIUM,49.00000000000001,0,-0.0022,-0.0004,0.0045000000000000005,0.0,0.0040999999999999995
NVDA,NVIDIA Corporation,2025-06-20,143.83,242956200,2.17,36.33,3495.88,7.05,21.37,8.99,9.86,33.49,67.26,5.12,5.67,-0.55,Technology,Semiconductors,0.25,0.19999999999999996,0.09999999999999998,0.5,0.4,0.33,10.0,STRONG_SELL,HIGH,33.0,1,-0.0022,-0.0004,0.0045000000000000005,0.0,0.0040999999999999995
PLTR,Palantir Technologies Inc.,2025-06-20,137.3,87067000,2.17,67.9,313.64,9.32,57.11,81.25,448.76,55.62,55.98,5.64,5.55,0.09,Technology,Software - Infrastructure,0.25,0.09999999999999998,0.7,1.0,0.30000000000000004,0.5,70.0,BUY,MEDIUM,50.0,0,-0.0022,-0.0004,0.0045000000000000005,0.0,0.0040999999999999995
TSLA,Tesla Inc.,2025-06-20,322.16,108688000,2.5,20.36,1071.45,-6.3,36.36,-30.42,71.87,66.23,41.48,2.12,4.59,-2.47,Consumer Cyclical,Auto Manufacturers,0.09999999999999998,0.8,0.0,0.8,0.19999999999999996,0.46,20.0,STRONG_SELL,HIGH,46.0,1,-0.0022,-0.0004,0.0045000000000000005,0.0,0.0040999999999999995
UNH,UnitedHealth Group Inc.,2025-06-20,298.11,16177900,0.19,3.16,270.04,-5.42,-40.51,-38.73,-37.1,72.62,52.19,-13.71,-19.56,5.85,Healthcare,Healthcare Plans,0.9,0.9,0.8,0.1,0.09999999999999998,0.4900000000000001,50.0,NEUTRAL,MEDIUM,49.00000000000001,0,-0.0022,-0.0004,0.0045000000000000005,0.0,0.0040999999999999995
AAPL,Apple Inc.,2025-06-23,201.08,55814300,1.25,55.02,2971.18,-0.29,-7.56,-20.31,-5.53,27.21,49.65,-1.39,-1.53,0.14,Technology,Consumer Electronics,0.6,0.7,0.30000000000000004,0.2,0.8,0.51,65.0,BUY,MEDIUM,51.0,0,0.009300000000000001,0.0042,-0.0011,-0.0011,-0.001
AMZN,Amazon.com Inc.,2025-06-23,208.47,37311700,1.39,6.43,2228.59,3.65,6.25,-9.81,14.04,30.36,53.03,3.34,4.26,-0.93,Consumer Cyclical,Internet Retail,0.5,0.4,0.6,0.6,0.6,0.54,95.0,STRONG_BUY,HIGH,54.0,1,0.009300000000000001,0.0042,-0.0011,-0.0011,-0.001
GOOGL,Alphabet Inc.,2025-06-23,164.93,57671000,1.05,9.57,959.59,-1.88,0.85,-15.27,-5.2,28.49,44.5,1.67,2.9,-1.23,Communication Services,Internet Content & Information,0.7,0.6,0.5,0.3,0.7,0.54,95.0,STRONG_BUY,HIGH,54.0,1,0.009300000000000001,0.0042,-0.0011,-0.0011,-0.001
IONQ,IonQ Inc.,2025-06-23,41.14,24966100,2.89,7.11,14.58,22.66,84.82,-6.16,470.6,122.33,52.09,1.29,1.66,-0.37,Technology,Computer Hardware,0.0,0.5,0.9,1.0,0.0,0.49,40.0,SELL,MEDIUM,49.0,0,0.009300000000000001,0.0042,-0.0011,-0.0011,-0.001
META,Meta Platforms Inc.,2025-06-23,697.49,11080100,1.41,8.54,1519.06,10.0,17.24,12.96,40.33,33.27,60.93,20.18,22.63,-2.45,Communication Services,Internet Content & Information,0.4,0.30000000000000004,0.7,0.7,0.5,0.52,80.0,STRONG_BUY,HIGH,52.0,1,0.009300000000000001,0.0042,-0.0011,-0.0011,-0.001
MSFT,Microsoft Corporation,2025-06-23,484.3,24864000,0.97,9.75,3599.47,7.39,24.44,7.35,9.72,13.72,77.69,11.73,12.45,-0.71,Technology,Software - Infrastructure,0.8,0.0,0.19999999999999996,0.5,0.9,0.51,65.0,BUY,MEDIUM,51.0,0,0.009300000000000001,0.0042,-0.0011,-0.0011,-0.001
NVDA,NVIDIA Corporation,2025-06-23,144.15,154308900,2.16,36.33,3503.66,9.39,22.5,10.59,6.37,33.5,64.55,4.87,5.51,-0.64,Technology,Semiconductors,0.30000000000000004,0.19999999999999996,0.09999999999999998,0.4,0.4,0.31,10.0,STRONG_SELL,HIGH,31.0,1,0.009300000000000001,0.0042,-0.0011,-0.0011,-0.001
PLTR,Palantir Technologies Inc.,2025-06-23,139.92,70501100,2.17,67.9,319.62,16.04,53.83,88.09,441.91,51.58,58.12,5.61,5.57,0.05,Technology,Software - Infrastructure,0.19999999999999996,0.09999999999999998,0.4,0.9,0.30000000000000004,0.43,20.0,STRONG_SELL,HIGH,43.0,1,0.009300000000000001,0.0042,-0.0011,-0.0011,-0.001
TSLA,Tesla Inc.,2025-06-23,348.68,190716800,2.52,20.36,1159.65,4.2,40.2,-27.34,88.62,69.49,51.81,4.01,4.47,-0.46,Consumer Cyclical,Auto Manufacturers,0.09999999999999998,0.8,0.0,0.8,0.19999999999999996,0.46,30.0,SELL,MEDIUM,46.0,0,0.009300000000000001,0.0042,-0.0011,-0.0011,-0.001
UNH,UnitedHealth Group Inc.,2025-06-23,296.8,12274700,0.19,3.16,268.85,-0.05,-41.41,-37.36,-36.31,72.59,48.08,-13.14,-18.27,5.14,Healthcare,Healthcare Plans,0.9,0.9,0.8,0.1,0.09999999999999998,0.4900000000000001,50.0,NEUTRAL,MEDIUM,49.00000000000001,0,0.009300000000000001,0.0042,-0.0011,-0.0011,-0.001
AAPL,Apple Inc.,2025-06-24,199.88,54064000,1.24,55.02,2953.49,-0.53,-9.14,-19.06,-4.03,27.24,44.79,-1.24,-1.47,0.23,Technology,Consumer Electronics,0.6,0.7,0.30000000000000004,0.3,0.8,0.54,95.0,STRONG_BUY,HIGH,54.0,1,0.011699999999999999,0.0025,-0.0051,-0.0106,0.003
AMZN,Amazon.com Inc.,2025-06-24,212.77,38378800,1.39,6.43,2274.56,4.76,4.68,-3.51,14.33,30.79,60.56,3.21,4.05,-0.84,Consumer Cyclical,Internet Retail,0.5,0.4,0.6,0.6,0.6,0.54,95.0,STRONG_BUY,HIGH,54.0,1,0.011699999999999999,0.0025,-0.0051,-0.0106,0.003
GOOGL,Alphabet Inc.,2025-06-24,166.51,40524300,1.05,9.57,968.77,-2.28,-0.42,-11.27,-4.95,28.31,51.24,1.16,2.55,-1.39,Communication Services,Internet Content & Information,0.7,0.5,0.7,0.2,0.7,0.51,75.0,BUY,MEDIUM,51.0,0,0.011699999999999999,0.0025,-0.0051,-0.0106,0.003
IONQ,IonQ Inc.,2025-06-24,40.86,19999100,2.88,7.11,14.48,-10.77,56.43,8.96,500.88,122.15,54.0,1.3,1.59,-0.29,Technology,Computer Hardware,0.0,0.6,0.9,1.0,0.0,0.51,75.0,BUY,MEDIUM,51.0,0,0.011699999999999999,0.0025,-0.0051,-0.0106,0.003
META,Meta Platforms Inc.,2025-06-24,711.14,13823200,1.41,8.54,1548.78,11.97,15.17,19.46,42.44,33.21,66.57,20.62,22.23,-1.6,Communication Services,Internet Content & Information,0.4,0.30000000000000004,0.4,0.7,0.5,0.49000000000000005,45.0,NEUTRAL,MEDIUM,49.00000000000001,0,0.011699999999999999,0.0025,-0.0051,-0.0106,0.003
MSFT,Microsoft Corporation,2025-06-24,488.39,22305600,0.97,9.75,3629.91,7.75,24.91,12.48,10.81,13.77,79.18,12.04,12.37,-0.32,Technology,Software - Infrastructure,0.8,0.050000000000000044,0.19999999999999996,0.4,0.9,0.49000000000000005,45.0,NEUTRAL,MEDIUM,49.00000000000001,0,0.011699999999999999,0.0025,-0.0051,-0.0106,0.003
NVDA,NVIDIA Corporation,2025-06-24,147.88,187566100,2.16,36.33,3594.31,11.35,21.83,14.75,13.13,33.68,64.39,4.92,5.39,-0.47,Technology,Semiconductors,0.30000000000000004,0.19999999999999996,0.09999999999999998,0.5,0.4,0.34,10.0,STRONG_SELL,HIGH,34.0,1,0.011699999999999999,0.0025,-0.0051,-0.0106,0.003
PLTR,Palantir Technologies Inc.,2025-06-24,143.23,58574200,2.17,67.9,327.19,17.12,48.04,100.29,460.37,51.42,59.92,5.79,5.61,0.18,Technology,Software - Infrastructure,0.19999999999999996,0.050000000000000044,0.5,0.9,0.30000000000000004,0.43,20.0,STRONG_SELL,HIGH,43.0,1,0.011699999999999999,0.0025,-0.0051,-0.0106,0.003
